0.0
0.01
0.02
0.03
0.05
0.1
0.2
0.22
0.23
0.24
0.25
0.3
0.4
0.5
0.6
0.7
0.8
1.3
1.5
1.7
2.0
2.2
2.5
2.7
3.0
3.3
3.31
3.32
3.33
3.34
3.4
3.7
3.9
4.1
4.2
4.3
4.5
4.55
4.65
4.69
4.695
4.7
4.75
4.8
4.9
4.93
4.94
4.95
4.96
4.97
4.98
4.983
4.984
4.985
4.986
4.987
4.993
4.995
4.997
5.0
