"time","load.phi","load.w","PI.x","PI.y"
0.021600000000000001,2.0946673566045814e-06,0.00048017964865245609,0.00010434411939866744,1.1783150814215613
0.021999999999999999,2.2961657504919336e-06,0.00052731225190931832,0.00010434411939866744,1.1783150814215613
0.021999999999999999,2.2961657504919336e-06,0.00052731225190931832,0.00015011669411279797,1.1593260372645429
0.0224,2.5163654248718172e-06,0.00057368529339990007,0.00015011669411279797,1.1593260372645429
0.023200000000000002,3.0124121332467924e-06,0.00066643137638106378,0.00015011669411279797,1.1593260372645429
0.024,3.5826556782565485e-06,0.00075917745936222706,0.00015011669411279797,1.1593260372645429
0.024,3.5826556782565485e-06,0.00075917745936222706,0.00019496180799711687,1.140624027907684
0.024800000000000003,4.2264982652440303e-06,0.00085042738159484227,0.00019496180799711687,1.140624027907684
0.025600000000000001,4.9433402354171969e-06,0.00094167730382745682,0.00019496180799711687,1.140624027907684
0.026000000000000002,5.3291361625058168e-06,0.00098730226494376421,0.00019496180799711687,1.140624027907684
0.026000000000000002,5.3291361625058168e-06,0.00098730226494376421,0.00023889442265910961,1.1222048088157295
0.0264,5.7330348669784561e-06,0.0010321904572963929,0.00023889442265910961,1.1222048088157295
0.027200000000000002,6.5946978258646663e-06,0.0011219668420016516,0.00023889442265910961,1.1222048088157295
0.028000000000000001,7.5281818637175226e-06,0.0012117432267069099,0.00023889442265910961,1.1222048088157295
0.028000000000000001,7.5281818637175226e-06,0.0012117432267069099,0.00028192927347404977,1.1040641977209089
0.028800000000000003,8.532907129161281e-06,0.0013000683625245828,0.00028192927347404977,1.1040641977209089
0.029600000000000001,9.6082919664350902e-06,0.0013883934983422554,0.00028192927347404977,1.1040641977209089
0.029999999999999999,1.017248189226073e-05,0.0014325560662510914,0.00028192927347404977,1.1040641977209089
0.029999999999999999,1.017248189226073e-05,0.0014325560662510914,0.00038338525065766452,2.5747379546561358
0.0304,1.0766102589551932e-05,0.0015355455844373368,0.00038338525065766452,2.5747379546561358
0.031200000000000002,1.2076930761513846e-05,0.0017415246208098293,0.00038338525065766452,2.5747379546561358
0.032000000000000001,1.3552542096501879e-05,0.0019475036571823198,0.00038338525065766452,2.5747379546561358
0.032000000000000001,1.3552542096501879e-05,0.0019475036571823198,0.0004827814374775544,2.5331828142450021
0.032800000000000003,1.5191608317214851e-05,0.0021501582823219203,0.0004827814374775544,2.5331828142450021
0.033600000000000005,1.6992797006341627e-05,0.0023528129074615214,0.0004827814374775544,2.5331828142450021
0.034000000000000002,1.795418766145416e-05,0.0024541402200313209,0.0004827814374775544,2.5331828142450021
0.034000000000000002,1.795418766145416e-05,0.0024541402200313209,0.00058015107804604824,2.4922561220169515
0.0344,1.8955782153834556e-05,0.0025538304649119986,0.00058015107804604824,2.4922561220169515
0.035200000000000002,2.1078598808652986e-05,0.0027532109546733559,0.00058015107804604824,2.4922561220169515
0.036000000000000004,2.3360919791325241e-05,0.0029525914444347122,0.00058015107804604824,2.4922561220169515
0.036000000000000004,2.3360919791325241e-05,0.0029525914444347122,0.00067552691371692859,2.4519485831436998
0.036799999999999999,2.5801456700109373e-05,0.0031487473310862065,0.00067552691371692859,2.4519485831436998
0.037600000000000001,2.8398917126015002e-05,0.0033449032177377039,0.00067552691371692859,2.4519485831436998
0.037999999999999999,2.9756494030439537e-05,0.0034429811610634511,0.00067552691371692859,2.4519485831436998
0.037999999999999999,2.9756494030439537e-05,0.0034429811610634511,0.00076894119052129393,2.4122510391612626
0.038400000000000004,3.1152984847161365e-05,0.0035394712026299026,0.00076894119052129393,2.4122510391612626
0.039199999999999999,3.4061753926710387e-05,0.0037324512857628035,0.00076894119052129393,2.4122510391612626
0.040000000000000001,3.7124907010863557e-05,0.0039254313688957057,0.00076894119052129393,2.4122510391612626
0.040000000000000001,3.7124907010863557e-05,0.0039254313688957057,0.00094226947248484208,4.4274339963371876
0.040800000000000003,4.0406932519242955e-05,0.0042796260886026807,0.00094226947248484208,4.4274339963371876
0.041600000000000005,4.3972311650656967e-05,0.0046338208083096574,0.00094226947248484208,4.4274339963371876
0.042000000000000003,4.5861259497710084e-05,0.0048109181681631448,0.00094226947248484208,4.4274339963371876
0.042000000000000003,4.5861259497710084e-05,0.0048109181681631448,0.0011120558072513205,4.355863949887091
0.0424,4.7820474297713659e-05,0.0049851527261586268,0.0011120558072513205,4.355863949887091
0.043200000000000002,5.1947984277064553e-05,0.0053336218421495976,0.0011120558072513205,4.355863949887091
0.044000000000000004,5.635426946104878e-05,0.005682090958140565,0.0011120558072513205,4.355863949887091
0.044000000000000004,5.635426946104878e-05,0.005682090958140565,0.0012783574508578891,4.2853768352500055
0.0448,6.1037076730640727e-05,0.0060249211049605627,0.0012783574508578891,4.2853768352500055
0.045600000000000002,6.5994146034029587e-05,0.0063677512517805656,0.0012783574508578891,4.2853768352500055
0.045999999999999999,6.857552959952164e-05,0.0065391663251905645,0.0012783574508578891,4.2853768352500055
0.045999999999999999,6.857552959952164e-05,0.0065391663251905645,0.0014412307929962578,4.2159566327588429
0.046400000000000004,7.1224924383848649e-05,0.0067078045905009202,0.0014412307929962578,4.2159566327588429
0.047199999999999999,7.6726078815642228e-05,0.0070450811211216283,0.0014412307929962578,4.2159566327588429
0.048000000000000001,8.2497054363744239e-05,0.0073823576517423363,0.0014412307929962578,4.2159566327588429
0.048000000000000001,8.2497054363744239e-05,0.0073823576517423363,0.0016007313698284194,4.1475875577868822
0.048800000000000003,8.8535665652744708e-05,0.0077141646563652876,0.0016007313698284194,4.1475875577868822
0.049600000000000005,9.4839720528781053e-05,0.0080459716609882388,0.0016007313698284194,4.1475875577868822
0.050000000000000003,9.8091289942125667e-05,0.0082118751632997127,0.0016007313698284194,4.1475875577868822
0.050000000000000003,9.8091289942125667e-05,0.0082118751632997127,0.0018600365659798505,6.668633560383765
0.0504,0.00010142939002686507,0.0084786205057150593,0.0018600365659798505,6.668633560383765
0.051200000000000002,0.0001084256829381169,0.0090121111905457664,0.0018600365659798505,6.668633560383765
0.052000000000000005,0.00011584876822610553,0.0095456018753764683,0.0018600365659798505,6.668633560383765
0.052000000000000005,0.00011584876822610553,0.0095456018753764683,0.0021140068552829745,6.5606579181064006
0.0528,0.00012369519452194337,0.010070454508824976,0.0021140068552829745,6.5606579181064006
0.053600000000000002,0.00013196149973458145,0.01059530714227349,0.0021140068552829745,6.5606579181064006
0.053999999999999999,0.00013625210793153251,0.010857733458997746,0.0021140068552829745,6.5606579181064006
0.053999999999999999,0.00013625210793153251,0.010857733458997746,0.0023627286182516137,6.4543169360411383
0.054400000000000004,0.00014064683677099526,0.011115906136439393,0.0023627286182516137,6.4543169360411383
0.055200000000000006,0.00014974610004736758,0.011632251491322689,0.0023627286182516137,6.4543169360411383
0.056000000000000001,0.00015925843944201838,0.012148596846205976,0.0023627286182516137,6.4543169360411383
0.056000000000000001,0.00015925843944201838,0.012148596846205976,0.0026062869276714199,6.3495864282622954
0.056800000000000003,0.00016918050730645108,0.012656563760466959,0.0026062869276714199,6.3495864282622954
0.057600000000000005,0.00017950894561496227,0.013164530674727946,0.0026062869276714199,6.3495864282622954
0.058000000000000003,0.00018482555465050885,0.013418514131858437,0.0026062869276714199,6.3495864282622954
0.058000000000000003,0.00018482555465050885,0.013418514131858437,0.0028447655679486161,6.2464425637247691
0.058400000000000001,0.00019024293273449473,0.013668371834407425,0.0028447655679486161,6.2464425637247691
0.059200000000000003,0.00020137751658207216,0.014168087239505411,0.0028447655679486161,6.2464425637247691
0.060000000000000005,0.0002129118726273046,0.014667802644603392,0.0028447655679486161,6.2464425637247691
0.060000000000000005,0.0002129118726273046,0.014667802644603392,0.0032010614075600181,9.2275021310410565
0.0608,0.000224941399795106,0.01540600281508667,0.0032010614075600181,9.2275021310410565
0.061600000000000002,0.00023756148285917843,0.016144202985569959,0.0032010614075600181,9.2275021310410565
0.062,0.00024409298416601529,0.016513303070811596,0.0032010614075600181,9.2275021310410565
0.062,0.00024409298416601529,0.016513303070811596,0.0035499752454665875,9.0778434722108923
0.062400000000000004,0.00025077092943660362,0.016876416809700034,0.0035499752454665875,9.0778434722108923
0.063200000000000006,0.0002645625541923078,0.017602644287476914,0.0035499752454665875,9.0778434722108923
0.064000000000000001,0.00027893516069728139,0.018328871765253781,0.0035499752454665875,9.0778434722108923
0.064000000000000001,0.00027893516069728139,0.018328871765253781,0.0038916268085953882,8.9304517590795545
0.064799999999999996,0.00029388403765964738,0.019043307905980141,0.0038916268085953882,8.9304517590795545
0.065600000000000006,0.00030940445919238214,0.019757744046706518,0.0038916268085953882,8.9304517590795545
0.066000000000000003,0.00031737900052953807,0.020114962117069698,0.0038916268085953882,8.9304517590795545
0.066000000000000003,0.00031737900052953807,0.020114962117069698,0.0042261340103169247,8.7852934440701151
0.066400000000000001,0.0003254952689766873,0.020466373854832499,0.0042261340103169247,8.7852934440701151
0.06720000000000001,0.00034214949775738661,0.02116919733035812,0.0042261340103169247,8.7852934440701151
0.068000000000000005,0.00035936598509306138,0.021872020805883723,0.0042261340103169247,8.7852934440701151
0.068000000000000005,0.00035936598509306138,0.021872020805883723,0.0045536129772832052,8.6423354718853407
0.0688,0.00037714016140240146,0.022563407643634546,0.0045536129772832052,8.6423354718853407
0.069600000000000009,0.00039546744297981937,0.023254794481385382,0.0045536129772832052,8.6423354718853407
0.070000000000000007,0.00040483849955718113,0.023600487900260793,0.0045536129772832052,8.6423354718853407
0.070000000000000007,0.00040483849955718113,0.023600487900260793,0.0050148239457175874,12.031756605431321
0.070400000000000004,0.00041437495048583805,0.024081758164478041,0.0050148239457175874,12.031756605431321
0.071199999999999999,0.00043402537364872448,0.025044298692912546,0.0050148239457175874,12.031756605431321
0.072000000000000008,0.0004544458289256048,0.026006839221347066,0.0050148239457175874,12.031756605431321
0.072000000000000008,0.0004544458289256048,0.026006839221347066,0.0054664095088676245,11.836280029637695
0.072800000000000004,0.00047563006544794405,0.02695374162371808,0.0054664095088676245,11.836280029637695
0.073599999999999999,0.00049757182025723327,0.027900644026089091,0.0054664095088676245,11.836280029637695
0.073999999999999996,0.00050882676816985529,0.028374095227274597,0.0054664095088676245,11.836280029637695
0.073999999999999996,0.00050882676816985529,0.028374095227274597,0.0059085260479939516,11.643766082957576
0.074400000000000008,0.00052026955804981162,0.028839845870592913,0.0059085260479939516,11.643766082957576
0.075200000000000003,0.00054371403566732927,0.029771347157229521,0.0059085260479939516,11.643766082957576
0.075999999999999998,0.00056790371401535848,0.030702848443866119,0.0059085260479939516,11.643766082957576
0.075999999999999998,0.00056790371401535848,0.030702848443866119,0.0063413275742539126,11.45417091392442
0.076800000000000007,0.0005928325305668106,0.031619182116980081,0.0063413275742539126,11.45417091392442
0.077600000000000002,0.00061849441030885496,0.032535515790094026,0.0063413275742539126,11.45417091392442
0.078,0.00063160025006358438,0.032993682626651005,0.0063413275742539126,11.45417091392442
0.078,0.00063160025006358438,0.032993682626651005,0.0067649657637827345,11.267451314598812
0.078399999999999997,0.00064488786433148217,0.033444380679234956,0.0067649657637827345,11.267451314598812
0.079200000000000007,0.00067200392771019231,0.034345776784402877,0.0067649657637827345,11.267451314598812
0.080000000000000002,0.00069984110768389542,0.035247172889570778,0.0067649657637827345,11.267451314598812
0.080000000000000002,0.00069984110768389542,0.035247172889570778,0.0073359897836097398,15.009199474036105
0.080800000000000011,0.00072851914390269288,0.036447908847493674,0.0073359897836097398,15.009199474036105
0.081600000000000006,0.00075815776585870553,0.037648644805416555,0.0073359897836097398,15.009199474036105
0.082000000000000003,0.00077333729748150658,0.038249012784377992,0.0073359897836097398,15.009199474036105
0.082000000000000003,0.00077333729748150658,0.038249012784377992,0.0078950064438575163,14.764917150580162
0.082400000000000001,0.00078875502403791601,0.038839609470401194,0.0078950064438575163,14.764917150580162
0.08320000000000001,0.00082029918947837865,0.040020802842447627,0.0078950064438575163,14.764917150580162
0.084000000000000005,0.00085278830923758622,0.041201996214494031,0.0078950064438575163,14.764917150580162
0.084000000000000005,0.00085278830923758622,0.041201996214494031,0.0084422111703848293,14.524339280221287
0.0848,0.00088621468872059138,0.042363943356911724,0.0084422111703848293,14.524339280221287
0.085600000000000009,0.00092057062276385004,0.043525890499329443,0.0084422111703848293,14.524339280221287
0.086000000000000007,0.00093809717377686187,0.044106864070538293,0.0084422111703848293,14.524339280221287
0.086000000000000007,0.00093809717377686187,0.044106864070538293,0.008977796425487964,14.287411020127175
0.086400000000000005,0.00095585422073059983,0.044678360511343378,0.008977796425487964,14.287411020127175
0.0872,0.00099205410679097539,0.045821353392953547,0.008977796425487964,14.287411020127175
0.088000000000000009,0.001029168386867473,0.046964346274563744,0.008977796425487964,14.287411020127175
0.088000000000000009,0.001029168386867473,0.046964346274563744,0.009501951751774998,14.054078332353331
0.088800000000000004,0.001067189598181288,0.04808867254115199,0.009501951751774998,14.054078332353331
0.089599999999999999,0.0011061102672301206,0.049212998807740251,0.009501951751774998,14.054078332353331
0.089999999999999997,0.0011259078994726979,0.049775161941034381,0.009501951751774998,14.054078332353331
0.089999999999999997,0.0011259078994726979,0.049775161941034381,0.010184778472053044,18.08914585415647
0.090400000000000008,0.001145962679995429,0.050498727775200661,0.010184778472053044,18.08914585415647
0.091200000000000003,0.0011869405155142667,0.051945859443533172,0.010184778472053044,18.08914585415647
0.091999999999999998,0.0012290760559035738,0.053392991111865677,0.010184778472053044,18.08914585415647
0.091999999999999998,0.0012290760559035738,0.053392991111865677,0.010853133875647765,17.794198477432811
0.092800000000000007,0.0012723598663075771,0.054816526990060323,0.010853133875647765,17.794198477432811
0.093600000000000003,0.001316782502666968,0.056240062868254941,0.010853133875647765,17.794198477432811
0.094,0.0013394208814461203,0.056951830807352249,0.010853133875647765,17.794198477432811
0.094,0.0013394208814461203,0.056951830807352249,0.01150725392046054,17.503726512365432
0.094399999999999998,0.0013623416460771633,0.057651979867846863,0.01150725392046054,17.503726512365432
0.095200000000000007,0.0014090233498307494,0.059052277988836117,0.01150725392046054,17.503726512365432
0.096000000000000002,0.001456825291631952,0.060452576109825351,0.01150725392046054,17.503726512365432
0.096000000000000002,0.001456825291631952,0.060452576109825351,0.012147370984063422,17.21766368847841
0.096800000000000011,0.0015057383210476279,0.061829989204903651,0.012147370984063422,17.21766368847841
0.097600000000000006,0.0015557532780911768,0.06320740229998191,0.012147370984063422,17.21766368847841
0.098000000000000004,0.0015811739803739656,0.063896108847521046,0.012147370984063422,17.21766368847841
0.098000000000000004,0.0015811739803739656,0.063896108847521046,0.012773713916715522,16.935944707974052
0.098400000000000001,0.0016068679138856758,0.064573546635840001,0.012773713916715522,16.935944707974052
0.09920000000000001,0.0016590687020160992,0.065928422212477952,0.012773713916715522,16.935944707974052
0.10000000000000001,0.0017123533901732284,0.067283297789115876,0.012773713916715522,16.935944707974052
0.10000000000000001,0.0017123533901732284,0.067283297789115876,0.0135675924543452,21.203722686176484
0.1008,0.0017668585503401197,0.068979595604009986,0.0135675924543452,21.203722686176484
0.10160000000000001,0.0018227207462780139,0.070675893418904123,0.0135675924543452,21.203722686176484
0.10200000000000001,0.0018511607334794151,0.071524042326351178,0.0135675924543452,21.203722686176484
0.10200000000000001,0.0018511607334794151,0.071524042326351178,0.014344508013825938,20.857339788401028
0.1024,0.0018799372116215364,0.07235833591788722,0.014344508013825938,20.857339788401028
0.1032,0.0019384913158352174,0.074026923100959291,0.014344508013825938,20.857339788401028
0.10400000000000001,0.001998380289350999,0.075695510284031389,0.014344508013825938,20.857339788401028
0.10400000000000001,0.001998380289350999,0.075695510284031389,0.015104737701475954,20.516215961398011
0.1048,0.0020595932194119749,0.077336807560943202,0.015104737701475954,20.516215961398011
0.1056,0.0021221191847243083,0.078978104837855029,0.015104737701475954,20.516215961398011
0.106,0.0021538745564436898,0.079798753476310949,0.015104737701475954,20.516215961398011
0.106,0.0021538745564436898,0.079798753476310949,0.015848554416356853,20.180273313658141
0.10640000000000001,0.0021859555026133223,0.080605964408857311,0.015848554416356853,20.180273313658141
0.1072,0.0022510860435243181,0.082220386273949939,0.015848554416356853,20.180273313658141
0.108,0.0023175081214426036,0.083834808139042594,0.015848554416356853,20.180273313658141
0.108,0.0023175081214426036,0.083834808139042594,0.016576226912586825,19.849435097007973
0.10880000000000001,0.0023852111529159485,0.08542276294680326,0.016576226912586825,19.849435097007973
0.1096,0.0024541845455747055,0.087010717754563885,0.016576226912586825,19.849435097007973
0.11,0.0024891476281977765,0.08780469515844419,0.016576226912586825,19.849435097007973
0.11,0.0024891476281977765,0.08780469515844419,0.017477876321697228,24.289022859929759
0.11040000000000001,0.002524463820717688,0.088776256072841397,0.017477876321697228,24.289022859929759
0.11120000000000001,0.0025962620748262348,0.090719377901635756,0.017477876321697228,24.289022859929759
0.112,0.0026696148260064649,0.092662499730430128,0.017477876321697228,24.289022859929759
0.112,0.0026696148260064649,0.092662499730430128,0.018360094512519687,23.891464221813415
0.11280000000000001,0.0027445093553111837,0.094573816868175231,0.018360094512519687,23.891464221813415
0.11360000000000001,0.0028209329359494928,0.096485134005920292,0.018360094512519687,23.891464221813415
0.114,0.0028597181213029618,0.097440792574792823,0.018360094512519687,23.891464221813415
0.114,0.0028597181213029618,0.097440792574792823,0.019223199531964694,23.499945439321642
0.1144,0.0028988824402652741,0.098380790392365691,0.019223199531964694,23.499945439321642
0.11520000000000001,0.0029783390713865685,0.10026078602751144,0.019223199531964694,23.499945439321642
0.11600000000000001,0.0030592996986032596,0.10214078166265715,0.019223199531964694,23.499945439321642
0.11600000000000001,0.0030592996986032596,0.10214078166265715,0.020067504595058246,23.114377036844562
0.1168,0.0031417519867757487,0.10398993182560472,0.020067504595058246,23.114377036844562
0.11760000000000001,0.0032256835926128312,0.1058390819885523,0.020067504595058246,23.114377036844562
0.11800000000000001,0.0032682041404705616,0.10676365707002608,0.020067504595058246,23.114377036844562
0.11800000000000001,0.0032682041404705616,0.10676365707002608,0.02089331815652232,22.73467085225408
0.11840000000000001,0.0033110914831317811,0.10767304390411624,0.02089331815652232,22.73467085225408
0.1192,0.0033979574283097679,0.10949181757229653,0.02089331815652232,22.73467085225408
0.12000000000000001,0.0034862783921013555,0.11131059124047689,0.02089331815652232,22.73467085225408
0.12000000000000001,0.0034862783921013555,0.11131059124047689,0.021897173520192305,27.286101443768839
0.1208,0.0035762000228102058,0.11349347935597838,0.021897173520192305,27.286101443768839
0.1216,0.0036678679617762502,0.11567636747147987,0.021897173520192305,27.286101443768839
0.122,0.0037143567975790317,0.11676781152923062,0.021897173520192305,27.286101443768839
0.122,0.0037143567975790317,0.11676781152923062,0.022879200002707274,26.838582063144962
0.12240000000000001,0.0037612786330493151,0.11784135481175642,0.022879200002707274,26.838582063144962
0.1232,0.0038564105520009647,0.11998844137680803,0.022879200002707274,26.838582063144962
0.124,0.0039532601398329188,0.12213552794185961,0.022879200002707274,26.838582063144962
0.124,0.0039532601398329188,0.12213552794185961,0.023839755619571728,26.397865983568508
0.12480000000000001,0.0040518132964780292,0.12424735722054506,0.023839755619571728,26.397865983568508
0.12560000000000002,0.0041520559142253785,0.12635918649923056,0.023839755619571728,26.397865983568508
0.126,0.0042028107717707276,0.12741510113857324,0.023839755619571728,26.397865983568508
0.126,0.0042028107717707276,0.12741510113857324,0.024779192943649327,25.963852396304905
0.12640000000000001,0.0042539845253424533,0.12845365523442542,0.024779192943649327,25.963852396304905
0.12720000000000001,0.0043575782933199343,0.13053076342612985,0.024779192943649327,25.963852396304905
0.128,0.0044628337474589136,0.13260787161783422,0.024779192943649327,25.963852396304905
0.128,0.0044628337474589136,0.13260787161783422,0.025697859185809881,25.536441972594858
0.1288,0.004569737213588527,0.13465078697564178,0.025697859185809881,25.536441972594858
0.12959999999999999,0.0046782750095953366,0.13669370233344935,0.025697859185809881,25.536441972594858
0.13,0.0047331567820951661,0.13771516001235318,0.025697859185809881,25.536441972594858
0.13,0.0047331567820951661,0.13771516001235318,0.026796346003192854,30.141805034893647
0.13040000000000002,0.0047884839826173586,0.13892083221374898,0.026796346003192854,30.141805034893647
0.13120000000000001,0.0049005851865811323,0.14133217661654049,0.026796346003192854,30.141805034893647
0.13200000000000001,0.0050146154656684613,0.14374352101933197,0.026796346003192854,30.141805034893647
0.13200000000000001,0.0050146154656684613,0.14374352101933197,0.027870719376547913,29.646406271531273
0.1328,0.0051305589699153784,0.14611523352105452,0.027870719376547913,29.646406271531273
0.1336,0.0052483998419438531,0.14848694602277701,0.027870719376547913,29.646406271531273
0.13400000000000001,0.0053080317915822611,0.1496728022736383,0.027870719376547913,29.646406271531273
0.13400000000000001,0.0053080317915822611,0.1496728022736383,0.028921375624885746,29.158543770934418
0.13440000000000002,0.0053681341830127526,0.15083914402447568,0.028921375624885746,29.158543770934418
0.13520000000000001,0.0054897385720924247,0.15317182752615047,0.028921375624885746,29.158543770934418
0.13600000000000001,0.0056132091075832627,0.1555045110278252,0.028921375624885746,29.158543770934418
0.13600000000000001,0.0056132091075832627,0.1555045110278252,0.029948705038206833,28.678105836847845
0.1368,0.005738530418334358,0.15779875949477304,0.029948705038206833,28.678105836847845
0.1376,0.0058656871255546791,0.16009300796172085,0.029948705038206833,28.678105836847845
0.13800000000000001,0.0059299537535840805,0.16124013219519479,0.029948705038206833,28.678105836847845
0.13800000000000001,0.0059299537535840805,0.16124013219519479,0.030953091966858439,28.204982412976044
0.1384,0.0059946754485882036,0.16236833149171381,0.030953091966858439,28.204982412976044
0.13920000000000002,0.0061254726737062859,0.16462473008475201,0.030953091966858439,28.204982412976044
0.14000000000000001,0.0062580750173127295,0.16688112867779006,0.030953091966858439,28.204982412976044
0.14000000000000001,0.0062580750173127295,0.16688112867779006,0.03213692145076226,32.809429242671776
0.14080000000000001,0.0063926298243087371,0.16950588301720373,0.03213692145076226,32.809429242671776
0.1416,0.0065292844327285082,0.17213063735661746,0.03213692145076226,32.809429242671776
0.14200000000000002,0.0065983991631819797,0.17344301452632438,0.03213692145076226,32.809429242671776
0.14200000000000002,0.0065983991631819797,0.17344301452632438,0.033294503391271942,32.268998851869313
0.1424,0.0066680345230607403,0.17473377448039915,0.033294503391271942,32.268998851869313
0.14319999999999999,0.0068088541510479429,0.17731529438854865,0.033294503391271942,32.268998851869313
0.14400000000000002,0.0069517389947214734,0.17989681429669827,0.033294503391271942,32.268998851869313
0.14400000000000002,0.0069517389947214734,0.17989681429669827,0.034426270132700131,31.736795548974744
0.14480000000000001,0.0070966720260459901,0.18243575794061623,0.034426270132700131,31.736795548974744
0.14560000000000001,0.0072436362101270715,0.18497470158453422,0.034426270132700131,31.736795548974744
0.14599999999999999,0.0073178799851940863,0.18624417340649313,0.034426270132700131,31.736795548974744
0.14599999999999999,0.0073178799851940863,0.18624417340649313,0.035532647437689142,31.212697368494158
0.1464,0.0073926273583085978,0.18749268130123295,0.035532647437689142,31.212697368494158
0.1472,0.0075436203101181274,0.18998969709071242,0.035532647437689142,31.212697368494158
0.14800000000000002,0.0076966108741460234,0.19248671288019203,0.035532647437689142,31.212697368494158
0.14800000000000002,0.0076966108741460234,0.19248671288019203,0.036614054584783354,30.696584135833689
0.14880000000000002,0.0078515825376855638,0.19494243961105867,0.036614054584783354,30.696584135833689
0.14960000000000001,0.0080085187802898857,0.19739816634192534,0.036614054584783354,30.696584135833689
0.14999999999999999,0.0080877236194807668,0.19862602970735865,0.036614054584783354,30.696584135833689
0.14999999999999999,0.0080877236194807668,0.19862602970735865,0.03787253257639546,35.249203047942132
0.15040000000000001,0.0081674560269980826,0.20003599782927636,0.03787253257639546,35.249203047942132
0.1512,0.0083286128001858733,0.20285593407311175,0.03787253257639546,35.249203047942132
0.152,0.0084920255221510709,0.20567587031694712,0.03787253257639546,35.249203047942132
0.152,0.0084920255221510709,0.20567587031694712,0.039102811205569209,34.667246849900664
0.15280000000000002,0.0086576755726510898,0.2084492500649392,0.039102811205569209,34.667246849900664
0.15360000000000001,0.0088255443248839577,0.21122262981293122,0.039102811205569209,34.667246849900664
0.154,0.0089103107148685527,0.2126093196869272,0.039102811205569209,34.667246849900664
0.154,0.0089103107148685527,0.2126093196869272,0.04030535603726304,34.094156396072037
0.15440000000000001,0.0089956271981004102,0.21397308594277009,0.04030535603726304,34.094156396072037
0.1552,0.0091678966803053468,0.21670061845445582,0.04030535603726304,34.094156396072037
0.156,0.009342348188286503,0.21942815096614157,0.04030535603726304,34.094156396072037
0.156,0.009342348188286503,0.21942815096614157,0.041480625543840015,33.529800218808305
0.15679999999999999,0.0095189636651280204,0.22211053498364625,0.041480625543840015,33.529800218808305
0.15760000000000002,0.0096977250470024375,0.22479291900115098,0.041480625543840015,33.529800218808305
0.158,0.0097879104530803496,0.22613411100990324,0.041480625543840015,33.529800218808305
0.158,0.0097879104530803496,0.22613411100990324,0.042629071210241939,32.974048781072327
0.15840000000000001,0.0098786278920781709,0.22745307296114617,0.042629071210241939,32.974048781072327
0.15920000000000001,0.010061645520474616,0.23009099686363196,0.042629071210241939,32.974048781072327
0.16,0.010246773487728735,0.23272892076611773,0.042629071210241939,32.974048781072327
0.16,0.010246773487728735,0.23272892076611773,0.043950413648159173,37.428602312746676
